transaction_id,customer_id,transaction_date,amount,category
f87e593f-8732-4cb9-8651-6eb4a36c05d8,a1c84838-525a-4319-a19f-6f5c689dd098,2025-01-19,507.34,Others
2a468e10-2bbc-4508-8c39-e0601418b064,78e3a1ea-25df-4ede-9e0b-bb1f213f3e62,2025-07-06,776.28,Electronics
712ce045-750f-4ace-8a50-edd1b3c6724b,b56364d1-ad09-4620-b68c-0bc171fc5a4c,2024-10-19,474.63,Others
d66cffd8-9262-47e2-b716-04de54fe5d50,693d326c-2528-4079-9e39-fbbd3f5446c7,2025-06-02,965.54,Groceries
9ff46eb2-a860-43a6-b01b-167b511c90e3,c3d619e1-c7e9-40fe-9e21-21549a5cce16,2025-06-03,663.78,Home
9ea33c9b-3f52-40f4-8510-2f676b43c374,78a0d394-3d79-4ea7-b9e9-130dc4eb5491,2025-05-26,117.2,Others
4bc08691-d6ee-44ba-ae8f-abda26fb28f3,818bd233-f683-4a0a-9cdc-f388c740272d,2025-04-09,375.39,Home
adde2a42-2c61-4733-8652-34543b41bf9b,f3e4023f-588d-470f-8ac5-f81ee7572c4d,2025-06-01,1341.07,Groceries
c4c234a5-1ede-4a7c-aafd-886b22983a62,75ac1599-12dd-4cfe-b138-af1d37818b78,2024-10-26,1129.11,Home
a38d3582-c5ad-44a4-8244-6350267c5187,4cff6cbf-f825-4236-8eac-db2c83cd72c5,2025-05-22,221.98,Others
55e8f7cf-45bd-455f-b07e-8d7223168cea,99208f11-3d04-472e-9465-7a3bf6464668,2024-10-28,667.34,Home
54f02c85-b92f-41b7-9e0f-823b07d90594,5c0e4c25-8f19-4869-a254-177f288fac59,2025-02-26,31.24,Home
f29fc1f5-85e2-4232-8aff-5693b41eb466,01902df3-baed-4ac9-b820-c69ca106ceb7,2024-11-21,505.46,Clothing
5e430257-e596-466d-b745-c5637483fd57,6c4c058d-9366-445f-9819-b55fd3c9d37f,2025-06-03,801.89,Home
3efc49f1-61cc-4d84-8822-be3e70770f49,584a3070-54ec-41b4-82a6-011afa15ecc9,2024-09-03,1202.09,Clothing
1206c05b-b464-4d13-a00a-8003bbde60bd,c5c894cc-7cae-4b3d-b5a8-540d88e82a25,2025-03-25,933.83,Home
3c881d93-ddc8-4a26-bf04-8213f5c09903,587ae331-7005-430b-a970-1c2d75b49827,2024-10-13,1015.12,Clothing
915fd613-0233-4039-90e6-4c7ae21fd120,032255b0-d4bf-42a5-bb61-a0ddfcfcbe2a,2024-08-29,165.76,Books
4382b4cf-2c21-449a-b482-a22b61222209,f9bc4fdb-4156-41b5-8ccc-1d914987689d,2025-06-12,117.55,Others
7ce98809-b65e-4d92-8b10-d7950edce525,d8e2473c-6041-44d0-8b38-f72b6a74b1c4,2025-03-04,1258.86,Clothing
8de0d31b-a69d-40e1-93a4-e73cbf1437ba,960180f1-be99-41ee-9f6e-9f6890bf0620,2025-01-09,1201.17,Others
8f82a60c-86de-4c03-9a3f-4053e3cafe56,27f3dd4b-0e0e-4a24-8d84-df25b7dd2d21,2025-05-07,673.17,Home
6e7e474c-81cd-418e-b3fd-f9a5014ab5fc,18029760-9509-42f9-bbd8-83409eb40db5,2025-03-06,171.72,Groceries
85d712c5-9ea2-40ad-b527-740ed27ad139,c4a44710-3e0f-482d-99af-976ea9dbb1b5,2025-04-05,783.94,Books
57ea8931-31af-4483-bd31-21015e3f5ed6,9471e72f-5c1b-45cc-89bc-cbfe111249d5,2025-01-04,861.48,Books
e4273861-5f8f-4638-b6f8-22bbed2451e2,cc11f01d-3354-4661-b784-7540b56dd71b,2024-12-25,152.91,Books
59aeab54-addc-43b7-92d8-949218301198,98158341-1eab-407e-aadc-09c4cdc14078,2024-07-30,1293.71,Groceries
92a29418-53aa-4541-8e3b-858d9515331c,e0c000ab-3fab-43de-985f-502763c02ca7,2025-01-10,919.44,Others
18562518-68bb-4458-88b2-ebebfeeb3f6c,159ff50b-dfa3-4bea-8035-a08d6eebd296,2024-09-11,424.4,Others
9facab55-5686-4bb0-9423-87adf411b5ff,e8d7a337-8410-4aac-b7cc-9152459212f1,2024-09-17,378.75,Clothing
474f272b-6193-4c91-9180-a8c4f3c05d1b,407bb9ec-3146-449b-bcd0-9d4c1ebc554a,2025-04-24,1490.45,Groceries
12a7b5a1-4121-4e9d-8b99-92f97e40a6f5,c5409860-dda0-4d42-90d0-aa4635af975a,2025-03-09,1100.34,Books
bbeda17d-9324-483a-88ad-f722a5c83d1c,1c946739-0993-4546-944a-fac097429309,2025-07-07,793.83,Books
8b03dbca-34ed-4574-a051-cf0f5b66985c,48c011e2-9cf6-4ec3-bbeb-777d608dc4dc,2025-05-11,302.9,Groceries
2773d17b-e1f5-46bd-b1f9-5cfb74bb9769,f8f7d9d9-e869-45c4-8038-76c4c27bad82,2025-05-25,1252.81,Groceries
c2afbef4-3a83-4dc5-a191-b6593af8c275,e1b23df3-0969-44da-95fd-f194cb97060e,2024-08-29,215.41,Electronics
2473698e-f762-43f9-9632-33961b4d12b2,c8838edc-11bb-4d5c-9944-d52f73fd870a,2025-01-12,802.6,Groceries
73c2a92c-e7db-4136-8773-6490d02d616a,6fba2e49-f536-473a-99fb-aa48a46ae762,2025-04-10,1318.42,Electronics
4417ecd0-3492-49b1-9839-8ae1eeeae4e2,bc735a42-ab66-4260-9cf3-98f4c3403af6,2025-04-14,721.08,Clothing
9baeb057-29f3-4108-abf0-25fa5bb779b2,93b06fe6-32c4-4ab2-bc41-146f4de284ee,2024-11-14,324.52,Others
b77b87d7-695f-48a2-9ddd-cf271b86f58e,c3d619e1-c7e9-40fe-9e21-21549a5cce16,2025-02-20,512.17,Groceries
951be49f-480b-4141-993d-9e12293f2642,ad28b55b-81f3-4f36-96ee-0aed1d055258,2024-10-22,1063.36,Books
007bffb3-ea9f-4c85-ad41-65b2407f673b,ee2f1312-93b1-4cc0-a722-71aa2b67da72,2025-05-02,687.28,Books
8b467be8-7a98-49fd-8086-24ac0bc82a8b,6387b47e-2083-4dd0-8d4a-9925e58fc078,2024-12-31,557.88,Groceries
2ff1fc6e-c379-4f2c-8ee6-512ea71efef9,7bff38e3-fb7d-4e49-803f-90c2f262d4fb,2024-09-28,1308.55,Books
4fe059a2-b61c-418e-aa5e-0d1985f76dd8,669c6c9e-fd66-46c5-9610-32af1fb5a28e,2024-08-01,1409.7,Books
88ea3a26-b31e-47a9-9405-ef8364f1502f,9a0686c3-8f7a-4c7e-baac-125871fa0b7f,2024-09-03,990.59,Home
44f2744a-f15b-4ab2-987b-b655df8588d5,0687cdfd-2c93-490d-971f-2a031680da6a,2025-06-02,1217.48,Home
26522311-3c36-4ab1-82ca-6519ee06f6af,cef5ec69-8aa9-4705-9917-4599e4948f3a,2025-03-20,472.75,Books
63d96e94-d631-4959-bf8b-ee8b2f809096,76bb259c-2a97-408c-89b1-65bf3a5bc740,2024-09-06,318.14,Books
aa98ee87-4ea4-494f-b319-4fd3a4568267,e8d7a337-8410-4aac-b7cc-9152459212f1,2025-02-01,848.07,Others
70df803c-2a2b-4106-bb7f-7be3f4b860b6,a17a5521-a454-490e-a8cc-15db95844171,2025-03-05,1008.81,Electronics
32752998-56eb-4e03-a6f0-066cf03ea3ca,4f90471a-2a61-4ea7-92a9-e19e1157bb8d,2025-01-22,156.33,Books
7f17074e-34eb-497e-96b2-4f39fbc13817,5b26bb05-9649-4928-9dc5-b7e93aa0c1fb,2025-02-15,1447.02,Electronics
43db5172-cd94-440f-a0c4-ecb608f4a7b7,ad28b55b-81f3-4f36-96ee-0aed1d055258,2024-10-25,883.99,Electronics
c6f6a934-b822-4bdb-8353-c6d78a2e97c1,60e28574-b157-42a3-8543-9fea5c7def01,2025-05-30,773.9,Books
c4493ce3-74f8-4ac5-84cd-8b90b442e50a,072778d6-83a6-4b83-a9c6-c69af6bf0a69,2024-12-08,379.78,Others
f299a8ca-04f0-494c-845c-5c91aa0d0884,bc735a42-ab66-4260-9cf3-98f4c3403af6,2025-06-29,278.41,Clothing
cab73a46-158d-4906-8a96-dc534568f1ce,095f9a9b-a5ec-4bfe-8e0d-3435675c610f,2025-02-15,628.66,Clothing
0de689c7-c605-49ae-9ebc-5973bc9bd3b9,6ad04a4e-0cd7-4592-9f29-aa01fba0b6d1,2025-04-22,1053.55,Others
88bd99aa-dfc8-443d-9e5d-68eac0ef96a7,1bef5e1c-252e-4ad3-a716-2e73b4766fe8,2025-04-14,1190.9,Home
2e95ee17-98c3-4f61-aa3f-0128fbf32736,af3b99f8-eeb2-4f93-823c-132f4d6980a7,2025-06-16,1346.01,Electronics
b29ac755-92ed-408a-a8d7-5273dfb15067,40debac6-4482-4cf4-bc84-e0e1fe4a5fcf,2025-05-19,1405.02,Books
e13820b7-34c5-4f10-912f-92d960b3ad8d,5dcac5f1-3f86-4f2c-a097-7a9aade589a5,2024-08-31,973.43,Groceries
9831195b-3135-45e9-abeb-30c90e80793c,67f17ec5-cd64-4d42-83fa-0d8033527406,2025-03-14,1141.19,Electronics
fadaea87-0cce-49be-b68a-cd81cece69b0,de7f8fc0-264b-4960-a18c-90203722efc2,2025-05-28,1285.57,Groceries
8fdd9774-85cd-4073-9b50-03a609ba36bc,46a8fa29-c405-4ac9-b1b5-2945722d8d43,2025-03-25,1280.95,Books
c1fd8fc5-3120-4299-8948-d373ab62425f,525a294f-76d5-4a6c-9b9d-8a59601e1b19,2025-06-09,235.21,Groceries
488a1c61-7639-471e-949a-83a7a41dfff8,c51310fe-9d48-442f-a004-2f8adbedac49,2024-10-26,845.0,Books
8a8d1841-fb95-49e2-b46b-ffb8aba2b636,35f6eb53-5ac5-48b1-81ec-3afef965ce3c,2025-04-22,638.51,Home
ac755ed5-91d1-4dc7-b976-026d5e7e1a85,c80a5241-068b-4944-b712-7e532b4288a9,2025-06-30,159.31,Home
bf0cdcde-2713-4536-81cf-3ad66e6ac14c,8a4b783f-dd25-467e-b1ce-bb5136a1c0d0,2025-06-18,198.28,Home
fd6f0944-07e2-470a-8b0e-f81d876802c1,d1b7962a-3fc1-4a90-b4a7-b83b91bb98d3,2025-04-23,336.17,Others
1acffaba-3cd7-4e3b-830b-05bbcd83c130,5cfecd1e-eb1a-4bff-a183-b39a4e26efb7,2025-05-19,133.74,Electronics
ca50d679-bf26-4546-8c91-0d9920899136,6f2626f0-9c7c-4f10-9417-0577d1d669a3,2025-02-14,248.16,Books
266b12b2-2b8f-4ea6-8318-03b8453006a7,2db13784-4ba1-4262-9726-20b97312a502,2024-12-01,226.87,Home
fd11e573-d33c-4da4-897a-e77621127375,18029760-9509-42f9-bbd8-83409eb40db5,2024-10-05,1394.59,Books
a91058b6-4e31-425b-9836-1f3a3c0ce483,e390b51f-05c1-4536-a958-dec608222e78,2025-06-10,169.68,Books
37a848c1-be81-4b1d-b754-6361254d321f,474348dd-70ba-4ecc-84ec-e2c68ecda2cf,2025-06-02,288.88,Electronics
50ef7283-270b-4fba-b0e3-98340ca6b15b,b1a20374-3cf9-4ea7-91da-fcf3688ff930,2024-09-30,117.42,Books
0d41ae0f-1657-4e79-9f4e-8208b144c383,4329e93b-2a7a-4647-baae-abfbc1fc9c67,2025-03-09,83.5,Electronics
7d126cd3-f025-496d-82bf-d4299d52ef86,4b4d75af-fe4d-4da6-b813-a002913c3cb3,2024-08-13,302.08,Groceries
817d836b-3f6c-4fc3-afd6-951d1b6b821f,9c0087e9-9580-4a84-b9a6-fbfbe16ec8c0,2024-10-28,313.21,Home
1f6e250e-22e7-4f44-8471-8059f35703f1,93cf2d4b-758b-4452-a344-cf959b22d30e,2025-01-12,1311.17,Others
980994f1-dc19-4cf3-b6b2-5af7ac16a3fd,51e954f2-84e0-4893-8f6b-ea22be4d0572,2024-07-21,1273.52,Groceries
401cc8aa-39b1-4603-b6ab-fe5974f539b8,3eb0d4c6-fd50-449e-9a66-e349f0b5d60f,2024-12-16,1314.75,Others
4f8ce26f-0d96-454b-89a2-db9564207cb3,dbe98f50-03ee-4175-a9ce-e8bd606fff3d,2025-05-22,29.96,Groceries
d1d79fd6-620c-4b46-9ed1-c05b7a9f8717,315f4576-a9dc-4ef7-9499-b3e03dce8be1,2024-11-11,123.96,Groceries
0e56469b-9f4f-480f-90bc-61c9b47c441c,fd5865bb-f458-4781-afb4-c8197a67efb3,2024-12-02,144.24,Home
3aa7cf9a-7ed5-4f22-8183-a9198fbf8b2d,93cf2d4b-758b-4452-a344-cf959b22d30e,2025-03-11,951.44,Home
c590b34c-83fe-4406-9ed0-f67894894d5c,1e2dfc39-3187-4bef-9b1a-0bca31657a80,2025-05-24,473.52,Others
44f9e962-4244-4aed-b3ee-8e8e8849ad57,66e4f858-cfe9-4001-b67e-fe3161792365,2025-01-21,432.14,Groceries
106c35a9-4d4b-4cc4-af6c-84f027d03dcd,66e4f858-cfe9-4001-b67e-fe3161792365,2025-03-19,1039.91,Others
00b1aac7-0adc-4dd5-bb14-67efcd7463af,acfcd4f9-6c5e-4a0e-bc7e-b6d00cf5f9b7,2024-08-12,1495.69,Home
7d160bba-69c0-4d6b-83e1-072b6980be91,ad6866c5-8a1b-4449-b04a-19c81a7facac,2024-08-09,1249.08,Home
9ce02780-8cf6-4c72-8dae-2b2d3166e795,5c5877a2-2355-43e0-8198-b2fd3e23aff6,2025-05-30,1326.01,Groceries
abf0ab66-a8e9-4905-8a1d-5efab3cf028c,ad87a3f8-bb1b-4dab-b7dc-4e65c814707d,2025-06-08,451.03,Others
d40cec4e-b7ac-40d3-9a49-cc29ce597dd0,fa1f883f-1663-48dc-b675-b01bd8d375aa,2025-05-01,121.6,Books
0e826def-5be7-4eaa-b7f9-18408831fbdd,e8d7a337-8410-4aac-b7cc-9152459212f1,2024-11-01,164.35,Groceries
701dcc71-0d98-4068-a6bb-c7f92385a3ba,88bd5fa5-9352-47f1-ad65-54a3edd21db3,2025-04-04,1028.63,Home
8a738a19-e32c-4e68-81a7-1ce9c75eae3c,9b80a696-f573-489f-8f28-a824ed03ba36,2024-10-23,1427.73,Clothing
5f3a1f5c-36ac-4c70-a480-2c9a7e0d1e7f,33e3ceae-4183-42a5-aca1-e50561076fdf,2024-08-13,192.17,Groceries
f5696c01-3574-41ff-8eb6-2c2c86f3fc95,f0847994-9ef8-40d8-8bab-3f469f6aeae5,2024-07-28,400.31,Others
a3d3587b-d8d0-4483-8b1f-5969e8bce860,e36a914b-43e4-4fa5-b218-2af9a98c4e03,2025-03-14,636.46,Groceries
386fbfdc-5a44-4742-9b8f-8588ec7ebbf0,aa5b8e05-10f2-437c-84d1-4d5d82ed1a21,2024-11-24,1200.48,Groceries
82b950e6-1cfc-4a5f-b77c-ce8958b8e10e,fd5865bb-f458-4781-afb4-c8197a67efb3,2025-02-07,809.67,Clothing
9570a166-2333-4b3f-ae43-4a1c664370d0,1b5d0132-1895-45b6-b65e-90f35d0e1b6e,2025-05-05,922.31,Others
66b48377-205e-4218-9f1a-24185e6bd734,61b116fe-046c-4932-b0e8-15e3cb48c8c1,2025-06-08,908.09,Books
ec6db96c-9ed7-4e07-b7ba-b040d77bd2b6,1b5d0132-1895-45b6-b65e-90f35d0e1b6e,2024-11-14,1293.53,Others
992050d2-ab00-46c5-bcdb-21e5c952c67b,917dc67f-23e5-4550-80d7-5bf1b1551772,2025-02-09,140.33,Groceries
5e5c8592-5b3d-4a15-bdff-98fa5810954e,c51310fe-9d48-442f-a004-2f8adbedac49,2025-02-24,213.85,Home
19421477-7c95-4262-9084-69f2ae938a7f,789189f7-b87b-4a0a-8d85-72b7e7284759,2025-02-11,416.34,Clothing
57269d8c-f613-4fd5-8a5b-d8842a284518,cef5ec69-8aa9-4705-9917-4599e4948f3a,2024-12-09,866.3,Others
eea64461-e95f-4ee7-af17-639578c63132,5dab2333-2d89-411a-9e16-6afdab050e39,2025-07-10,794.49,Others
06ce2036-cdad-45d9-baf4-9add2668501a,6b004417-b27b-4f3d-b72c-1215e0bd08aa,2025-07-11,127.74,Electronics
ca28d714-719e-434f-9cb7-9bf63ba720e4,10dc5594-4ca1-4e0c-9229-7ee664772073,2025-04-04,540.31,Books
b68caa14-d509-4c3b-ac67-60b775c009e7,26fda029-8200-4fe2-938f-ef4c7dca9e5c,2025-06-14,728.07,Home
97a636c1-f228-4c72-838e-6ee6c8335f75,bab612f5-8d4d-4731-bbf7-5636e925ad82,2025-05-30,1323.82,Electronics
